S01A,S01B,S01C,S01D,S02A,S02B,S02C,S02D,S03A,S03B,S03C,S03D,S04A,S04B,S04C,S04D,S05B,S05C,S05D,S06A,S06B,S06C,S06D,S07A,S07B,S07C,S07D,S08A,S08B,S08C,S08D,S09A,S09B,S09C,S09D,S10A,S10B,S10C,S11A,S11B,S11C,S11D,S12A,S12B,S12C,S12D,S13A,S13B,S13C,S13D,S14B,S14C,S14D,S15A,S15B,S15C,S15D,S16A,S16B,S16C,S16D,S17A,S17B,S17C,S17D,S18A,S18B,S18C,S18D,S19A,S19B,S19C,S19D,S20A,S20B,S20C,S20D,S21A,S21B,S21C,S21D
0,0,0,1,0,0,0,0,2,1,0,1,1,1,4,1,0,0,0,0,3,1,0,1,0,0,1,0,4,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,3,4,0,2,1,2,0
0,0,0,3,0,1,0,0,1,0,0,0,1,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,2,0,3,0,1,1,0,1,1,1,1
0,0,0,6,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,2,1,2,0,0,1,1,1,0,2,1,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,4,4,3,4,6,0,1,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,1,2,1,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,3,0,0,0,1,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,2,2,3,2,1,4
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,3,1,0,0,0,8,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,7,5,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,3,16,7,10,24,2,4,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,2,2,3,10,2,8,16,5,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2,0,0,7,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,7,0,0,0,52,4,0,0,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,8,6,3,0,0,4,0
0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,2,1,6,1,3,3,3
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,1,4,0,1,0,0,1,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,4,1,0,0,2,0,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,0,0,1,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,16,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,3,0,0,0,2
0,0,0,1,3,5,7,0,5,1,2,0,5,4,6,1,0,1,0,1,0,0,0,0,0,0,1,0,2,2,0,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11,11,8,1,0,0,0,0,0,6,7,0,0,0,0,2,12,21,11,0,3,5,0
0,0,0,2,1,0,0,1,0,0,0,0,3,8,9,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,7,1,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,1,0,0,1,1,3,2,3,2,2,1,0,3,7,0,0,0,3,0
0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,3,1,4,3,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,0,7,13,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,4,1,1,0,1
0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,5,0,0,3,1,0,0,0,4,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,0,0,3,0,0,0,0
0,0,0,2,0,5,2,1,0,1,1,1,3,11,3,2,0,1,0,5,0,3,0,0,0,2,1,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,1,1,3,0,0,1,5,0,0,0,0,1,1,1,0,4,0,3,0,0,0,0,1,2,0,3,1,0,2,2,0,0,2,9,1,0,1,3
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,2,1,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,2,1,3,1,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,3,0,1,2,0,3,0,18,6,32,15,0,0,0,8,1,1,1,4,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,2,1,1,25,0,0,0,13,0,25,12,0,19,6,15,8,0,0,0,0,2,1,1,2,0,1,0,8,44,66,46,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,1,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,2,0,3,1,1,1,1,3,0,0,0,0
0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,6,3,0,4,1,4,0,2,1,1,0,0,1,0,1,3,4,0,0,0,0,0,6,0,2,2,1,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,5,1,0,9,12,7,0,3,0,2,0,2,0,10,0,2,4,2,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,27,20,27,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,1,0,1,1,2,0,2,0,3,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,1,4,0,0,6,0,2,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,2,1,1,1,0,0,1,0,0
0,0,0,0,2,2,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,1,0,0,0,0,2,0,0,0,0,1,3,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,4,2,1,0,0,0,0,0,1,1,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,8,0,1,1,0,0,0,15,0,0,0,1,3,0,0,5,0,2,0,2,0,0,0,1,0,2,0,3,0,3,1,1,0,0,0,1
0,0,0,0,1,0,4,6,7,7,8,4,0,0,0,0,2,4,0,0,0,2,3,2,0,0,0,3,7,3,3,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,11,6,2,0,0,0,0,1,5,6,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,1,4,0,0,0,1,0,0,0,1,1,0,4,0,0,1,4,2,0,0,0,0,3,2,3,1,0,0,2,1,0,2,7,3,1,7,0,1,1,1,0,0,0,0,1,2,0,0,2,0,2,0,0,0,4,0,3,0,0,4,1,2,9,2,4,2,5,0,0,0,0,3,2,1,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,3,4,14,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0
0,0,0,0,0,4,10,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,1,0,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,4,1,0,3,1,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,3,0,2,5,1,1
0,0,0,0,0,2,0,3,2,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,1,0,0,0,0,2,1,0,0,0,3,2
0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,6,1,2
0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,2,0,0,2,0,0,0,3,1,3,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,3,0,0,4,1,0,0,0,0,0,0,0,1,1,5,1,2,2,1,1,4,2,0,3,3,0
0,0,0,0,0,5,1,0,0,0,0,0,0,4,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,2,1,0,1,2,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,4,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3,1,4,0,2,0,1,7,9,3,1,2,0,2,1,0,0,0,0,0,0,0,3,3,2,1,0,0,2,1,0,0,3,0,1,0,0,2,1,1,6,0,0,0,0,1,0,0,0,0,0,2,1
0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,1,5,0,0,0,0,12,3,1,0,1,1,1,2,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,3,0
0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0
0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,2,0,1,0,2,3,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,2,1,0,1,2,0,5,0,0,0,0,0,0,5,3,1,0,2,0
0,0,0,0,0,1,0,1,0,0,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,3,6,4,1,1,0,0,0,0,0,2,1,4,1,4
0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,2,1,4,1,0,1,0,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,2,1,0,3,6,4,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,5,0,1,1,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4,2,0,1,0,0,4,1,0,2,0,2,5,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,0,0,0,0,1,1,0,0,2,0,2,0,0,0,1,0,0,0,15,1,0,0,0,4,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,4,0,4,0,0,0,0,0,2,2,7,2,1,0,5,1,0,2,24,3,2,1,19
